wonderful,,素晴らしい,,,adjective
flat,,平らな,,,adjective
absolutely,,全く,,,adverb
flow,,流れる,,,verb
fair,,公平,,,adjective
additional,,追加の,,,adjective
responsible,,責任のある,,,adjective
farm,,農場,,,noun
collection,,収集,,,noun
hang,,吊るす,,,verb
negative,,否定的な,,,adjective
band,,バンド,,,noun
relative,,関係性のある,,,adjective
tour,,旅行,,,noun
alternative,,選択肢,,,adjective
software,,ソフトウェア,,,noun
pair,,一組、一対,,,noun
ship,,船,,,noun
attitude,,態度,,,noun
cheap,,安い,,,adjective
double,,二重の,,,adjective
leg,,脚,,,noun
observe,,観察する,,,verb
sentence,,文,,,noun
print,,印刷する,,,verb
progress,,前進,,,noun
truth,,真実,,,noun
nobody,,だれも～ない,,,pronoun
examine,,調べる,,,verb
lay,,敷く、置く,,,verb
speed,,速度,,,noun
politics,,政治,,,noun
reply,,返事をする,,,verb
display,,展示する,,,verb
transfer,,移動する,,,verb
perfect,,完璧,,,adjective
slightly,,わずかに,,,adverb
overall,,全体の,,,adjective
intend,,～するつもりだ,,,verb
user,,使用者,,,noun
respond,,返事をする,,,verb
dinner,,夕食,,,noun
slow,,遅い,,,adjective
regular,,定期的な,,,adjective
physical,,身体の,,,adjective
apart,,離れた,,,adverb
suit,,スーツ,,,noun
federal,,連邦の,,,adjective
reveal,,明かす,,,verb
percentage,,割合,,,noun
peace,,平和,,,noun
status,,地位,,,noun
crime,,犯罪,,,noun
decline,,下降する,,,verb
decade,,１０年,,,noun
launch,,発射する、進水させる、発売する,,,verb
warn,,警告する,,,verb
consumer,,消費者,,,noun
favor,,恩恵、世話,,,noun
dry,,乾く,,,adjective
partner,,相棒,,,noun
institution,,機関,,,noun
spot,,場所,,,noun
horse,,馬,,,noun
eventually,,最終的に,,,adverb
heat,,熱,,,noun
excite,,興奮させる,,,verb
reader,,先導者,,,noun
importance,,重要性,,,noun
distance,,距離,,,noun
guide,,案内人,,,noun
grant,,許諾する、与える,,,verb
taxi,,タクシー,,,noun
feed,,食物を与える,,,verb
pain,,痛み,,,noun
sector,,課,,,noun
mistake,,誤り,,,noun
ensure,,確保する,,,verb
satisfy,,満足させる,,,verb
chief,,長、主任,,,noun
cool,,冷たい、涼しい,,,adjective
expert,,専門家,,,noun
wave,,波,,,noun
south,,南,,,noun
labor,,労働,,,noun
surface,,表面,,,noun
library,,図書館,,,noun
excellent,,すばらしい,,,adjective
edge,,端,,,noun
camp,,キャンプ,,,noun
audience,,観衆,,,noun
lift,,持ち上げる,,,verb
procedure,,手続き,,,noun
email,,e-メール,,,verb
global,,グローバル,,,adjective
struggle,,奮闘する,,,verb
advertise,,宣伝する,,,verb
select,,選択する,,,verb
surround,,周り,,,verb
extent,,規模,,,noun
river,,川,,,noun
annual,,年に一度,,,adjective
fully,,完全に,,,adverb
contrast,,対比する,,,verb
roll,,転がる,,,verb
reality,,現実,,,noun
photograph,,写真,,,noun
artist,,芸術家,,,noun
conflict,,闘争,,,noun
entire,,全体の,,,adjective
presence,,存在,,,noun
crowd,,人混み,,,noun
corner,,角,,,noun
gas,,ガソリン,,,noun
shift,,移す,,,verb
net,,網,,,adjective
category,,分類,,,noun
secretary,,秘書,,,noun
defense,,防御,,,noun
quick,,早い,,,adjective
cook,,料理人,,,noun
spread,,広がる,,,verb
nuclear,,核,,,adjective
scale,,規模,,,noun
driver,,運転手,,,noun
ball,,ボール,,,noun
cry,,泣く,,,verb
introduction,,導入,,,noun
requirement,,要件,,,noun
north,,北,,,noun
confirm,,確認する,,,verb
senior,,上級の、年上の,,,adjective
photo,,写真,,,noun
refuse,,拒む,,,verb
transport,,運ぶ,,,verb
emerge,,出現する,,,verb
map,,地図,,,noun
concept,,概念・発想,,,noun
island,,島,,,noun
reform,,改革,,,noun
neither,,どちらも～ない,,,adverb
football,,サッカー,,,noun
survive,,生き残る,,,verb
flight,,飛行,,,noun
left,,左,,,adjective
solve,,解決する,,,verb
neighbor,,隣の,,,noun
background,,背景,,,noun
technique,,技術,,,noun
traffic,,交通,,,noun
improvement,,改善,,,noun
tool,,道具,,,noun
consequence,,結果,,,noun
circumstance,,取り巻く環境,,,noun
smoke,,煙,,,noun
reaction,,反応,,,noun
rain,,雨,,,noun
busy,,忙しい,,,adjective
lesson,,授業,,,noun
brain,,脳,,,noun
mass,,巨大,,,noun
funny,,おかしい,,,adjective
contribute,,貢献する,,,verb
failure,,失敗,,,noun
schedule,,日程,,,noun
speaker,,スピーカー,,,noun
bottom,,底,,,noun
adopt,,採用する,,,verb
combine,,組み合わせる,,,verb
mountain,,山,,,noun
waste,,無駄にする,,,verb
hide,,隠れる,,,verb
marriage,,結婚,,,noun
ticket,,チケット,,,noun
meal,,ご飯,,,noun
colleague,,同僚,,,noun
bag,,バッグ,,,noun
repeat,,繰り返す,,,verb
equal,,等しい,,,adjective
expression,,表現,,,noun
plus,,プラス,,,expression
extremely,,極めて,,,adverb
owner,,持ち主,,,noun
plane,,飛行機,,,noun
commercial,,商業の,,,adjective
lady,,女性,,,noun
duty,,業務,,,noun
strength,,体力,,,noun
connect,,つなぐ,,,verb
cultural,,文化の,,,adjective
arrange,,並べる,,,verb
scheme,,計画,,,noun
payment,,支払い,,,noun
unfortunately,,残念ながら,,,adverb
brief,,短時間の,,,adjective
bird,,鳥,,,noun
demonstrate,,実演する,,,verb
contribution,,貢献,,,noun
appreciate,,感謝する,,,verb
chapter,,章,,,noun
secret,,秘密な,,,adjective
apparently,,～そうだ、～らしい,,,adverb
novel,,小説,,,noun
union,,組合,,,noun
burn,,燃える,,,verb
trend,,傾向、動向,,,noun
initial,,最初の,,,adjective
pleasure,,喜び,,,noun
suggestion,,提案,,,noun
critical,,批判的な,,,adjective
gather,,集合,,,verb
mostly,,たいていは,,,adverb
earth,,地球,,,noun
pop,,ポンと音を立てる、破裂させる,,,verb
essential,,不可欠な,,,adjective
desire,,望む,,,verb
promote,,昇進させる,,,verb
currently,,現在,,,adverb
employ,,雇う,,,verb
path,,小道,,,noun
topic,,題,,,noun
beach,,海辺,,,noun
attract,,ひきつける,,,verb
engage,,関心を引き付ける,,,verb
powerful,,強力な,,,adjective
flower,,花,,,noun
crisis,,危機,,,noun
settle,,決着をつける,,,verb
boat,,ボート,,,noun
aid,,援助する,,,verb
fan,,扇風機,,,noun
kitchen,,台所,,,noun
twice,,2回,,,adverb
fresh,,新鮮な,,,adjective
delay,,遅れる,,,noun
safety,,安全,,,noun
engineer,,技術者,,,noun
quiet,,静か,,,adjective
insurance,,保険,,,noun
nurse,,看護師,,,noun
divide,,分ける,,,verb
length,,長さ,,,noun
investigation,,調査,,,noun
package,,パッケージ,,,noun
somewhere,,どこか,,,adverb
expand,,拡大する,,,verb
commit,,ささげる、専念する,,,verb
obvious,,明らかな,,,adjective
jump,,跳ぶ,,,verb
weapon,,武器,,,noun
relatively,,比較的に,,,adverb
host,,主催者、（客をもてなす）主人,,,noun
winter,,冬,,,noun
district,,区,,,noun
broad,,幅広い,,,adjective
tire,,疲れる,,,verb
spring,,春,,,noun
spirit,,魂,,,noun
lunch,,昼食,,,noun
actual,,現実の,,,adjective
pool,,水たまり,,,noun
battle,,戦い,,,noun
tradition,,伝統,,,noun
cash,,現金,,,noun
hardly,,ほとんど～ない,,,adverb
award,,賞,,,noun
coach,,コーチ,,,noun
experiment,,実験,,,noun
consideration,,考慮,,,noun
strange,,変な,,,adjective
code,,暗号,,,noun
possibly,,もしかしたら,,,adverb
threat,,脅かす人・もの,,,noun
accident,,事故,,,noun
impossible,,不可能,,,adjective
revenue,,収益,,,noun
enable,,～を可能にする,,,verb
afraid,,怖がる,,,adjective
active,,積極的,,,adjective
conclude,,終える,,,verb
religious,,宗教の,,,adjective
cancer,,癌,,,noun
convince,,納得させる,,,verb
vary,,変わる,,,verb
environmental,,環境の,,,adjective
sun,,太陽,,,noun
healthy,,健康な,,,adjective
blow,,吹く,,,verb
volume,,音量、巻,,,noun
location,,位置,,,noun
invest,,投資する,,,verb
proceed,,進める,,,verb
wash,,洗う,,,verb
actor,,俳優,,,noun
glad,,喜び,,,adjective
tape,,テープ,,,noun
whereas,,その一方で,,,conjunction
opposite,,反対,,,adjective
stone,,石,,,noun
sum,,合計,,,noun
murder,,殺人犯,,,noun
monitor,,監視する,,,verb
soldier,,軍人,,,noun
finance,,財務,,,noun
hate,,～をひどく嫌う,,,verb
egg,,卵,,,noun
concert,,コンサート,,,noun
shock,,衝撃,,,noun
comfortable,,心地よい,,,adjective
usual,,通常,,,adjective
carefully,,慎重に,,,adverb
pack,,詰める,,,verb
recall,,思い出す,,,verb
wine,,ワイン,,,noun
camera,,カメラ,,,noun
swim,,泳ぐ,,,verb
manufacture,,製造する,,,verb
theater,,劇場,,,noun
cycle,,循環,,,noun
coffee,,コーヒー,,,noun
totally,,完全に,,,adverb
museum,,美術館,,,noun
visitor,,訪問者,,,noun
freedom,,自由,,,noun
construction,,建設,,,noun
dear,,親愛なる,,,adjective
objective,,客観的,,,noun
moreover,,そのうえに,,,adverb
onto,,～の上に,,,expression
historical,,歴史的な,,,adjective
oppose,,反対する,,,verb
branch,,枝,,,noun
vehicle,,乗り物,,,noun
scientist,,科学者,,,noun
route,,道,,,noun
bind,,縛る,,,verb
belong,,所属する,,,verb
taste,,味,,,noun
tonight,,今夜,,,noun
fashion,,流行,,,noun
danger,,危険,,,noun
bomb,,爆弾,,,noun
army,,陸軍,,,noun
dangerous,,危険,,,adjective
decrease,,減少,,,verb
hurt,,傷つける,,,verb
council,,評議会,,,noun
editor,,編集者,,,noun
normally,,通常,,,adverb
sight,,視力,,,noun
generate,,生成する,,,verb
gift,,贈り物,,,noun
delivery,,宅配,,,noun
deny,,否定する,,,verb
guest,,ゲスト,,,noun
anybody,,だれか,,,pronoun
bedroom,,寝室,,,noun
quote,,引用する,,,verb
climb,,登る,,,verb
basically,,基本的に,,,adverb
violence,,暴力,,,noun
minister,,大臣,,,noun
mainly,,投票者、有権者,,,adverb
mouth,,口,,,noun
noise,,騒音,,,noun
manner,,方法,,,noun
gun,,ピストル、鉄砲,,,noun
square,,四角形,,,noun
occasion,,機会,,,noun
familiar,,親しい,,,adjective
ignore,,無視する,,,verb
destroy,,破壊する,,,verb
affair,,業務,,,noun
civil,,市民の,,,adjective
locate,,（場所を）見つける,,,verb
citizen,,市民,,,noun
temperature,,温度,,,noun
gold,,金,,,noun
domestic,,家庭の、国内の,,,adjective
load,,積載貨物,,,noun
belief,,信念,,,noun
troop,,一団、軍隊,,,noun
technical,,技術の,,,adjective
remind,,思い出させる,,,verb
arrangement,,合意、取り決め,,,noun
skin,,肌,,,noun
prison,,牢獄,,,noun
switch,,切り替える,,,verb
acquire,,得る,,,verb
corporate,,法人の,,,adjective
fairly,,かなり,,,adverb
wood,,木,,,noun
participate,,参加する,,,verb
tough,,とても難しい,,,adjective
tear,,涙,,,noun
representative,,代表,,,noun
capacity,,許容量,,,noun
border,,国境,,,noun
shake,,振る,,,verb
assessment,,査定、評価,,,noun
shoe,,くつ,,,noun
ought,,～すべき,,,verb
ad,,広告,,,adverb
fee,,謝礼金,,,noun
hall,,ホール,,,noun
regulation,,規制,,,noun
escape,,逃げる,,,verb
studio,,スタジオ,,,noun
proper,,適切な,,,adjective
relax,,くつろぐ,,,verb
tourist,,旅行者,,,noun
component,,構成要素、部品,,,noun
afford,,買うことができる,,,verb
lawyer,,弁護士,,,noun
suspect,,疑う,,,verb
cup,,カップ,,,noun
description,,描写,,,noun
confidence,,自信,,,noun
industrial,,産業の,,,adjective
complain,,不平を言う,,,verb
perspective,,観点,,,noun
error,,誤り、エラー,,,noun
arrest,,逮捕する,,,noun
assess,,評価する,,,verb
register,,登録簿,,,noun
asset,,貴重な人材、資産,,,noun
signal,,信号,,,noun
finger,,指,,,noun
relevant,,関係のある,,,adjective
explore,,探る,,,verb
leadership,,指導権,,,noun
commitment,,約束、義務,,,noun
wake,,起こす,,,verb
necessarily,,必ずしも,,,adverb
bright,,輝く,,,adjective
frame,,骨組み、体格,,,noun
slowly,,ゆっくりと,,,adverb
bond,,絆,,,noun
hire,,雇う,,,verb
hole,,穴,,,noun
tie,,つなげる,,,verb
internal,,内部の,,,adjective
chain,,鎖,,,noun
literature,,文学,,,noun
victim,,犠牲者,,,noun
threaten,,脅かす,,,verb
division,,分割,,,noun
secure,,確保する,,,verb
amaze,,驚かす,,,verb
device,,装置,,,noun
birth,,誕生,,,noun
forest,,森,,,noun
label,,ラベル,,,noun
root,,根,,,noun
factory,,工場,,,noun
expense,,費用,,,noun
channel,,チャンネル,,,noun
investigate,,調査する,,,verb
recommendation,,推薦,,,noun
rank,,階級、地位,,,noun
typical,,典型的な,,,adjective
west,,西,,,noun
friendly,,友好的,,,adjective
resident,,居住者,,,adjective
provision,,規定,,,noun
concentrate,,集中する,,,verb
plenty,,たくさんの,,,adjective
export,,輸出する,,,verb
entirely,,完全に,,,adverb
strongly,,強く,,,adverb
bridge,,橋,,,noun
consist,,成る,,,verb
graduate,,卒業する,,,noun
brand,,商標,,,noun
moral,,道義をわきまえた,,,adjective
insist,,主張する,,,verb
combination,,組み合わせ,,,noun
abuse,,乱用する,,,noun
ice,,氷,,,noun
principal,,長,,,adjective
master,,管理人,,,noun
definitely,,間違いなく,,,adverb
session,,期間,,,noun
grade,,成績,,,noun
nevertheless,,それにもかかわらず,,,adverb
predict,,予想する,,,verb
previously,,以前に,,,adverb
protection,,保護,,,noun
largely,,だいたいは,,,adverb
wed,,結婚する,,,verb
rent,,賃借りする,,,verb
shot,,打つ,,,noun
appearance,,外見,,,noun
reasonable,,程よい,,,adjective
guarantee,,保障する,,,noun
till,,まで,,,expression
theme,,テーマ,,,noun
judgment,,判決,,,noun
odd,,変な,,,adjective
approve,,承認する,,,verb
loan,,ローン,,,noun
definition,,定義,,,noun
elect,,選ぶ,,,verb
atmosphere,,雰囲気,,,noun
farmer,,農夫,,,noun
comparison,,比較,,,noun
characteristic,,特徴,,,noun
license,,免許,,,noun
rely,,頼る,,,verb
narrow,,狭い,,,adjective
succeed,,成功する,,,verb
identity,,身元、独自性,,,noun
desk,,机,,,noun
permit,,許可する,,,verb
seriously,,深刻に,,,adverb
wild,,野生の,,,adjective
empty,,空の,,,adjective
commission,,任務,,,noun
unique,,ユニークな、独特な,,,adjective
association,,協会、組合,,,noun
instrument,,器具、楽器,,,noun
investor,,投資家,,,noun
practical,,実際の,,,adjective
tea,,茶,,,noun
lovely,,美しい・素晴らしい,,,adjective
soft,,柔らかい,,,adjective
row,,列,,,noun
youth,,青年時代、若いころ,,,noun
lock,,錠前,,,noun
fuel,,燃料,,,noun
expectation,,期待,,,noun
employment,,雇用,,,noun
celebrate,,祝う,,,verb
sexual,,性的な,,,adjective
shoulder,,肩,,,noun
breath,,息,,,noun
increasingly,,ますます,,,adverb
import,,輸入する,,,verb
bottle,,ボトル,,,noun
ourselves,,私たち自身,,,pronoun
sheet,,シーツ,,,noun
engine,,エンジン,,,noun
cast,,配役する,,,verb
notion,,考え,,,noun
conservative,,保守的な,,,adjective
journey,,旅,,,noun
opposition,,反対,,,noun
relief,,安堵,,,noun
debt,,借金,,,noun
honor,,名誉,,,noun
outcome,,結果,,,noun
blame,,責める,,,verb
explanation,,説明,,,noun
arise,,発生する,,,verb
musical,,音楽の、音楽の才能がある,,,adjective
recover,,回復する,,,verb
dad,,パパ,,,noun
stretch,,伸ばす,,,verb
declare,,宣言する,,,verb
retire,,退職する、引退する,,,verb
tiny,,とても小さい,,,adjective
careful,,気を付ける,,,adjective
suitable,,ふさわしい,,,adjective
native,,母国,,,adjective
fruit,,くだもの,,,noun
analyze,,分析する,,,verb
witness,,証人,,,noun
mail,,郵便,,,noun
terrible,,ひどい,,,adjective
researcher,,研究者,,,noun
ordinary,,通常の,,,adjective
selection,,選択,,,noun
anywhere,,どこでも、どこにも,,,adverb
mental,,精神,,,adjective
participant,,参加者,,,noun
vision,,視覚,,,noun
personality,,人柄,,,noun
specifically,,具体的に,,,adverb
fat,,太い,,,adjective
entry,,入場,,,noun
fellow,,仲間,,,noun
chemical,,化学的な,,,adjective
capture,,捕らえる,,,verb
tip,,先端,,,noun
discount,,値引き,,,noun
peak,,頂点,,,noun
chairman,,議長,,,noun
proportion,,割合,,,noun
ear,,耳,,,noun
disappear,,消える,,,verb
shout,,叫ぶ,,,verb
yard,,庭,,,noun
constant,,一定の,,,adjective
significantly,,著しく、かなり,,,adverb
hill,,丘,,,noun
considerable,,かなりの,,,adjective
instruction,,指示,,,noun
intelligence,,知能,,,noun
ideal,,理想,,,adjective
folk,,人々,,,noun
surely,,まさか,,,adverb
guard,,護衛する,,,noun
cat,,猫,,,noun
somewhat,,いくらか、やや,,,adverb
kiss,,キス,,,verb
presentation,,プレゼンテーション,,,noun
joint,,関節,,,noun
compete,,競争する,,,verb
poll,,世論調査,,,noun
weak,,弱い,,,adjective
faith,,信仰、信条,,,noun
reduction,,縮小,,,noun
reserve,,予約する,,,verb
complaint,,不平,,,noun
bore,,退屈させる,,,verb
mission,,任務,,,noun
somehow,,なんとなく,,,adverb
tone,,音質,,,noun
neighborhood,,隣人,,,noun
passenger,,乗客,,,noun
justice,,裁判、裁き,,,noun
phase,,段階,,,noun
thin,,薄い,,,adjective
rush,,急ぐ,,,verb
formal,,形式的な,,,adjective
religion,,宗教,,,noun
employer,,雇用者,,,noun
reject,,断る,,,verb
latter,,後ろのほうの,,,expression
plate,,皿,,,noun
ban,,禁止する,,,verb
steal,,盗む,,,verb
protest,,抗議,,,noun
index,,索引,,,noun
sad,,悲しい,,,adjective
frequently,,頻繁に,,,adverb
circle,,丸い,,,noun
helpful,,役立つ,,,adjective
command,,命令する,,,verb
attractive,,魅力的な,,,adjective
sick,,病気,,,adjective
impression,,印象,,,noun
unable,,できない,,,adjective
joke,,冗談,,,noun
sky,,空,,,noun
column,,欄,,,noun
electronic,,電子の,,,adjective
impose,,課す,,,verb
criminal,,犯罪者、犯罪の,,,adjective
besides,,～以外に、加えて、,,,adverb
properly,,適切に,,,adverb
ancient,,古代な,,,adjective
coast,,海岸,,,noun
ill,,病気,,,adjective
kick,,蹴る,,,verb
closely,,じっくりと、注意深く,,,adverb
multiple,,複合的な,,,adjective
yield,,産出する,,,verb
via,,経由で,,,expression
legislation,,法律,,,noun
county,,州,,,noun
unlike,,～とは違って,,,expression
mobile,,可動の,,,adjective
assistant,,助手、補佐,,,noun
implement,,実施する,,,verb
chart,,チャート,,,noun
attach,,付随する,,,verb
hell,,地獄,,,noun
everywhere,,どこでも,,,adverb
advise,,アドバイスする,,,verb
household,,世帯,,,noun
acknowledge,,認める,,,verb
reward,,報酬,,,noun
east,,東,,,noun
hat,,帽子,,,noun
academic,,学問的な,,,adjective
voter,,有権者,,,noun
meanwhile,,その間に,,,adverb
furthermore,,さらに,,,adverb
accuse,,責める,,,verb
scientific,,科学の,,,adjective
wage,,賃金,,,noun
absence,,欠如,,,noun
construct,,建築する,,,verb
remark,,発言,,,noun
medicine,,薬,,,noun
professor,,教授,,,noun
rare,,珍しい、まれな,,,adjective
intention,,意図,,,noun
dozen,,ダース,,,noun
settlement,,和解,,,noun
gap,,差,,,noun
widely,,広く,,,adverb
minimum,,最小限,,,adjective
northern,,北の,,,adjective
estate,,私有地,,,noun
equally,,等しく,,,adverb
expose,,さらす,,,verb
alive,,生きている,,,adjective
shut,,閉める,,,verb
victory,,勝利,,,noun
resolve,,解決する,,,verb
critic,,批評家,,,noun
variable,,変わりやすい,,,adjective
enormous,,巨大な,,,adjective
sweet,,甘い,,,adjective
permanent,,永久的な,,,adjective
emotion,,感情,,,noun
pursue,,追求する,,,verb
tall,,高い,,,adjective
urge,,駆り立てる,,,verb
enemy,,敵,,,noun
appoint,,任命する,,,verb
milk,,"牛乳,ミルク",,,noun
talent,,才能,,,noun
smell,,におい,,,noun
prior,,前の,,,adjective
priority,,優先,,,noun
online,,オンライン,,,adjective
phrase,,フレーズ,,,noun
pilot,,パイロット,,,noun
stable,,安定した,,,adjective
merely,,～にすぎない,,,adverb
resolution,,決議,,,noun
communicate,,やりとりする,,,verb
injury,,けが,,,noun
vast,,広大,,,adjective
exhibition,,展示会,,,noun
producer,,生産者,,,noun
regional,,地域の,,,adjective
immediate,,即時の,,,adjective
incident,,事件,,,noun
childhood,,子どもの頃,,,noun
draft,,原稿、原案、下絵,,,noun
slip,,滑り落ちる,,,verb
accompany,,同行する,,,verb
politician,,政治家,,,noun
angry,,怒る,,,adjective
knock,,ノックする,,,verb
seed,,種,,,noun
salary,,給料,,,noun
illustrate,,解説する,,,verb
imply,,暗示する,,,verb
breakfast,,朝食,,,noun
temporary,,一時的な,,,adjective
liberal,,自由主義の、リベラルな,,,adjective
lake,,湖,,,noun
qualify,,資格を与える,,,verb
competitive,,競争心の強い,,,adjective
truly,,本当に,,,adverb
hi,,こんちゃ,,,interjection
yellow,,黄色,,,adjective
habit,,癖、習慣,,,noun
disk,,ディスク,,,noun
core,,核,,,noun
emotional,,感情的な,,,adjective
aircraft,,飛行機,,,noun
self,,自身、自我,,,noun
metal,,金属,,,noun
existence,,存在,,,noun
bone,,骨,,,noun
panel,,パネル,,,noun
prime,,主要な,,,adjective
appointment,,予約,,,noun
emphasize,,強調する,,,verb
maximum,,最大限,,,adjective
effectively,,効率的な,,,adverb
elsewhere,,他の所で,,,adverb
bother,,悩ます,,,verb
initiative,,取り組み,,,noun
sharp,,鋭い,,,adjective
diet,,食事、ダイエット,,,noun
motion,,動き,,,noun
gray,,灰色,,,noun
plastic,,プラスチック,,,noun
complicate,,複雑にする,,,verb
discipline,,訓練、しつけ、折檻,,,noun
disappoint,,がっかりさせる,,,verb
boss,,社長,,,noun
assumption,,思い込み,,,noun
freeze,,凍る,,,verb
extreme,,極度の,,,adjective
passage,,通路,,,noun
reputation,,評判,,,noun
forth,,前へ,,,adverb
negotiation,,交渉,,,noun
mechanism,,メカニズム,,,noun
coat,,コート,,,noun
democracy,,民主主義,,,noun
pocket,,ポケット,,,noun
lucky,,幸運な,,,adjective
crash,,衝突する,,,verb
observation,,観察,,,noun
meat,,肉,,,noun
concentration,,集中力,,,noun
implication,,暗示、影響,,,noun
deserve,,～にふさわしい,,,verb
unusual,,珍しい,,,adjective
defend,,防御する,,,verb
classic,,クラシック、古典,,,noun
king,,王様,,,noun
interaction,,交流,,,noun
repair,,修理する,,,verb
collapse,,倒壊する,,,verb
borrow,,借りる,,,verb
fundamental,,基本,,,adjective
dish,,皿,,,noun
abroad,,外国,,,adverb
soul,,魂,,,noun
capable,,～する能力がある,,,adjective
defeat,,負かす,,,noun
presidential,,大統領の,,,adjective
perfectly,,完全に,,,adverb
enhance,,向上させる,,,verb
proud,,誇りに思う,,,adjective
emergency,,緊急,,,noun
educational,,教育的な,,,adjective
distinguish,,見分ける,,,verb
substantial,,かなりの,,,adjective
nearby,,近くの,,,adjective
manufacturer,,製造業者,,,noun
slide,,滑る,,,verb
valuable,,価値のある,,,adjective
personally,,個人的に,,,adverb
breast,,乳房,,,noun
cope,,対処する,,,verb
approximately,,およそ,,,adverb
accommodation,,宿泊施設,,,noun
highlight,,ハイライト、ヤマ場,,,verb
reporter,,レポーター,,,noun
climate,,気候,,,noun
shirt,,シャツ,,,noun
exception,,例外,,,noun
corporation,,企業,,,noun
chip,,ポテトチップ、チップ,,,noun
winner,,勝者,,,noun
encounter,,出会う,,,verb
brown,,茶色,,,adjective
breathe,,息をする,,,verb
excuse,,許す,,,verb
partly,,部分的に,,,adverb
tennis,,テニス,,,noun
urban,,都会の,,,adjective
confuse,,混乱させる,,,verb
southern,,南の,,,adjective
output,,生産高,,,noun
beauty,,美,,,noun
massive,,巨大な,,,adjective
install,,インストール、設置する,,,verb
calculate,,計算する,,,verb
mouse,,鼠,,,noun
mathematics,,数学,,,noun
upper,,上の,,,adjective
creation,,創作、作品,,,noun
occupy,,占める,,,verb
outline,,概要,,,noun
sufficient,,十分な,,,adjective
update,,更新する,,,verb
luck,,運,,,noun
preserve,,保存する,,,verb
split,,分ける,,,verb
swing,,揺れる,,,verb
illness,,病気,,,noun
journalist,,ジャーナリスト,,,noun
sudden,,突然,,,adjective
advertisement,,広告,,,noun
consistent,,一貫した,,,adjective
originally,,もともと,,,adverb
aside,,わきへ,,,adverb
comfort,,心地よい,,,noun
secondly,,第二に,,,adverb
severe,,深刻,,,adjective
gene,,遺伝子,,,noun
prospect,,見込み,,,noun
snow,,ゆき,,,noun
plot,,構想、陰謀,,,noun
neck,,首,,,noun
criterion,,判断基準,,,noun
primarily,,主に,,,adverb
integrate,,まとめる,,,verb
criticism,,批評,,,noun
convention,,会議、大会,,,noun
bet,,賭ける,,,verb
retain,,維持する,,,verb
sequence,,順序,,,noun
plain,,無地の、平易な,,,adjective
volunteer,,ボランティア,,,noun
rural,,田舎の,,,adjective
calm,,落ち着いた,,,adjective
abandon,,断念する,,,verb
examination,,試験、検査,,,noun
silence,,静けさ,,,noun
rapidly,,急速に,,,adverb
efficient,,有能な、敏腕な,,,adjective
revolution,,革命,,,noun
delight,,歓喜,,,noun
spell,,つづる,,,verb
premise,,前提,,,noun
lean,,傾く,,,verb
dramatic,,劇的な、ドラマチックな,,,adjective
differ,,異なる,,,verb
grateful,,感謝する,,,adjective
protein,,タンパク質,,,noun
bike,,バイク、自転車,,,noun
distribute,,配る,,,verb
intellectual,,知性の,,,adjective
derive,,得る,,,verb
crucial,,極めて重要な,,,adjective
unemployment,,失業,,,noun
wheel,,タイヤ,,,noun
crop,,農作物,,,noun
minority,,少数派,,,noun
origin,,起源,,,noun
interpretation,,解説,,,noun
gentleman,,紳士,,,noun
drama,,ドラマ,,,noun
landscape,,地形,,,noun
educate,,教育する,,,verb
toy,,おもちゃ,,,noun
fault,,責任,,,noun
exhibit,,展示する,,,verb
minor,,小さな、ささいな,,,adjective
hunt,,狩る,,,verb
storm,,嵐,,,noun
thick,,厚い,,,adjective
achievement,,達成,,,noun
negotiate,,交渉する,,,verb
dominate,,支配する,,,verb
supplier,,供給者,,,noun
prize,,賞,,,noun
typically,,典型的に,,,adverb
peer,,同級生、同僚,,,noun
pension,,年金,,,noun
wing,,羽,,,noun
acquisition,,取得、獲得,,,noun
laughter,,笑い,,,noun
deeply,,深く,,,adverb
recognition,,認識,,,noun
electricity,,電気,,,noun
assistance,,援助,,,noun
roof,,屋根,,,noun
retirement,,引退,,,noun
respectively,,それぞれ,,,adverb
variation,,差異,,,noun
ultimately,,最終的に,,,adverb
proof,,誇り,,,noun
soil,,土,,,noun
smart,,賢い,,,adjective
layer,,層,,,noun
upset,,取り乱す,,,adjective
tooth,,歯,,,noun
representation,,代表,,,noun
preparation,,準備,,,noun
dispute,,論争,,,noun
agenda,,するべきこと,,,noun
emphasis,,強調,,,noun
edition,,版,,,noun
silver,,銀,,,noun
entertainment,,娯楽,,,noun
honest,,正直な,,,adjective
undertake,,着手する、取り組む,,,verb
retail,,小売り,,,adjective
wire,,ワイヤー,,,noun
unlikely,,なさそうな,,,adjective
gay,,同性愛者,,,adjective
publication,,出版,,,noun
slight,,わずかな,,,adjective
unknown,,未知の、無名の,,,adjective
framework,,枠組み,,,noun
zone,,地帯,,,noun
restrict,,制限する,,,verb
trace,,突き止める,,,verb
inch,,インチ,,,noun
equivalent,,同等の,,,adjective
solid,,固体,,,adjective
enterprise,,企業,,,noun
elderly,,高齢者,,,adjective
owe,,支払う義務がある、借りがある,,,verb
governor,,知事,,,noun
uniform,,ユニフォーム,,,noun
port,,港,,,noun
pitch,,投げる、売り込む,,,noun
arrival,,到着,,,noun
contemporary,,現代の,,,adjective
gate,,門,,,noun
ease,,緩和、楽であること,,,noun
beer,,ビール,,,noun
specialist,,専門家,,,adjective
assure,,保証する,,,verb
profile,,プロフィール,,,noun
mood,,気分,,,noun
